Term,Filename,Freq,Group,Title,Year,Album,GroupDir,LyricsPath,bccwj_rank
黙る,old_13_dada.txt,1,Old,DADA,2011,絶体絶命,old,lyrics/old/old_13_dada.txt,2025
黙る,old_18_kyoshinsho.txt,1,Old,狭心症,2011,絶体絶命,old,lyrics/old/old_18_kyoshinsho.txt,2025
黙る,old_20_jikkyo.txt,1,Old,実況中継,2013,×と○と罪と,old,lyrics/old/old_20_jikkyo.txt,2025
鼓動,old_07_tremolo.txt,1,Old,トレモロ,2006,RADWIMPS 3,old,lyrics/old/old_07_tremolo.txt,13028
鼓動,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,13028
鼻,old_15_ordermade.txt,1,Old,オーダーメイド,2008,アルトコロニー,old,lyrics/old/old_15_ordermade.txt,2164
鼻唄,old_16_gogatsu.txt,1,Old,五月の蝿,2013,×と○と罪と,old,lyrics/old/old_16_gogatsu.txt,NA
－,old_10_saidai.txt,1,Old,最大公約数,2006,RADWIMPS 3,old,lyrics/old/old_10_saidai.txt,NA
ｺ,old_12_25ko.txt,1,Old,25ｺ目の染色体,2005,RADWIMPS 3,old,lyrics/old/old_12_25ko.txt,NA
',new_13_catharsist.txt,4,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
(,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
(,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
),new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
),new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
",",new_13_catharsist.txt,4,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
",",new_14_nakidashiso.txt,2,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
1,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,NA
10,new_11_saihate.txt,2,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
10,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
100,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
100,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
100,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
1000,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,NA
2,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
3,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
5,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
7,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
80,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
Baby,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
Baby,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
For,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
Here,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
Let,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
No,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
Oh,new_14_nakidashiso.txt,2,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
PAPARAZZI,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
TWILIGHT,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
Winners,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
You,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
and,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
are,new_13_catharsist.txt,4,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
baby,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
break,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
came,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
carry,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
every,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
fear,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
game,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
inside,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
into,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
is,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
it,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
know,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
losing,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
now,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
our,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
out,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
pieces,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
prove,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
running,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
s,new_13_catharsist.txt,4,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
single,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
take,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
the,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
them,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
this,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
time,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
to,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
unacceptable,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
us,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
way,new_13_catharsist.txt,2,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
we,new_13_catharsist.txt,8,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
　「◯」,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
ぁね,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
ぁわからねぇでもね,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
あう,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,32666
あげる,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,NA
あたる,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
あと,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
あと,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,NA
あと,new_07_seikai.txt,1,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
あと,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
あと,new_02_nandemo.txt,4,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
あなた,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
あなた,new_06_grand.txt,2,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,NA
あなた,new_07_seikai.txt,4,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
あなた,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
あなた,new_13_catharsist.txt,6,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
あなた,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
あなた,new_18_senno.txt,3,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
あなた,new_19_hagane.txt,3,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
ありえる,new_04_sokkenai.txt,2,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
ある,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
ある,new_04_sokkenai.txt,3,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
ある,new_05_ainidekiru.txt,11,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
ある,new_07_seikai.txt,4,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
ある,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
ある,new_11_saihate.txt,2,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
ある,new_13_catharsist.txt,4,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
ある,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
ある,new_18_senno.txt,2,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
あれ,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,4720
あん,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,40712
あんた,new_17_paparazzi.txt,7,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
あんた,new_18_senno.txt,3,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
ぃ,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いい,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,49682
いい,new_02_nandemo.txt,2,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,49682
いい,new_03_sparkle.txt,2,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,49682
いい,new_04_sokkenai.txt,3,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,49682
いい,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,49682
いい,new_14_nakidashiso.txt,1,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,49682
いい,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,49682
いい,new_18_senno.txt,4,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,49682
いい,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,49682
いい,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,49682
いい,new_02_nandemo.txt,10,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,49682
いい,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,49682
いい,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,49682
いい,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,49682
いい,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,49682
いい,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,49682
いく,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,NA
いく,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
いく,new_15_jump.txt,2,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
いく,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
いく,new_20_twilight.txt,2,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
いく,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,NA
いく,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,NA
いく,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いく,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
いくつ,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
いける,new_11_saihate.txt,3,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
いける,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
いける,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いける,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
いざる,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
いたす,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
いたむ,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,152442
いっす,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,NA
いっぱい,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いつ,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
いつ,new_09_boningen.txt,1,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,NA
いつ,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
いつ,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いつ,new_19_hagane.txt,2,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
いつか,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
いつか,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
いつか,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
いつか,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
いも,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いや,new_02_nandemo.txt,2,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,4449
いや,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,4449
いる,new_02_nandemo.txt,5,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
いる,new_05_ainidekiru.txt,2,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
いる,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,NA
いる,new_07_seikai.txt,3,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
いる,new_10_neko.txt,2,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
いる,new_12_banzai.txt,1,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,NA
いる,new_15_jump.txt,1,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
いる,new_16_hikari.txt,1,New,光,2016,人間開花,new,lyrics/new/new_16_hikari.txt,NA
いる,new_17_paparazzi.txt,3,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いる,new_20_twilight.txt,1,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
いる,new_01_zenzen.txt,1,New,前前前世,2016,人間開花,new,lyrics/new/new_01_zenzen.txt,NA
いる,new_02_nandemo.txt,3,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
いる,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
いる,new_06_grand.txt,1,New,グランドエスケープ,2019,天気の子,new,lyrics/new/new_06_grand.txt,NA
いる,new_07_seikai.txt,3,New,正解,2018,ANTI ANTI,new,lyrics/new/new_07_seikai.txt,NA
いる,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,NA
いる,new_09_boningen.txt,2,New,棒人間,2016,人間開花,new,lyrics/new/new_09_boningen.txt,NA
いる,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
いる,new_11_saihate.txt,2,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
いる,new_12_banzai.txt,5,New,万歳千唱,2018,ANTI ANTI,new,lyrics/new/new_12_banzai.txt,NA
いる,new_14_nakidashiso.txt,3,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
いる,new_15_jump.txt,12,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
いる,new_17_paparazzi.txt,5,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
いる,new_19_hagane.txt,4,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
いる,new_20_twilight.txt,6,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
いれる,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
いれる,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
うまい,new_14_nakidashiso.txt,2,New,泣き出しそうだよ,2018,ANTI ANTI,new,lyrics/new/new_14_nakidashiso.txt,NA
うまい,new_18_senno.txt,2,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
おいで,new_04_sokkenai.txt,1,New,そっけない,2018,ANTI ANTI,new,lyrics/new/new_04_sokkenai.txt,NA
おかしい,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
おんぶ,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
お前,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
お父さん,new_17_paparazzi.txt,8,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
かい,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
かい,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
かかる,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,NA
かくれんぼ,new_02_nandemo.txt,3,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
かけがえ,new_20_twilight.txt,3,New,TWILIGHT,2021,FOREVER DAZE,new,lyrics/new/new_20_twilight.txt,NA
かける,new_02_nandemo.txt,1,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
かける,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
かっこいい,new_15_jump.txt,2,New,週刊少年ジャンプ,2016,人間開花,new,lyrics/new/new_15_jump.txt,NA
かっこいい,new_17_paparazzi.txt,1,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
からかう,new_08_yumetourou.txt,1,New,夢灯籠,2016,人間開花,new,lyrics/new/new_08_yumetourou.txt,7509
がく,new_03_sparkle.txt,1,New,スパークル,2016,人間開花,new,lyrics/new/new_03_sparkle.txt,28756
がむしゃら,new_13_catharsist.txt,1,New,カタルシスト,2018,ANTI ANTI,new,lyrics/new/new_13_catharsist.txt,NA
がわり,new_17_paparazzi.txt,2,New,PAPARAZZI,2018,ANTI ANTI,new,lyrics/new/new_17_paparazzi.txt,NA
きたん,new_18_senno.txt,1,New,洗脳,2018,ANTI ANTI,new,lyrics/new/new_18_senno.txt,NA
きる,new_11_saihate.txt,1,New,サイハテアイニ,2017,人間開花(S),new,lyrics/new/new_11_saihate.txt,NA
きれい,new_05_ainidekiru.txt,1,New,愛にできることはまだあるかい,2019,天気の子,new,lyrics/new/new_05_ainidekiru.txt,NA
きれる,new_19_hagane.txt,1,New,鋼の羽根,2021,FOREVER DAZE,new,lyrics/new/new_19_hagane.txt,NA
く,new_02_nandemo.txt,3,New,なんでもないや,2016,人間開花,new,lyrics/new/new_02_nandemo.txt,NA
く,new_10_neko.txt,1,New,猫じゃらし,2020,FOREVER DAZE,new,lyrics/new/new_10_neko.txt,NA
